编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,需要皮试,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-T164-04,川芎茶调丸（散、颗粒、片）（片剂）,CQCDWSKLP,CHINESE_PATENT,TABLET,每片重 0.48g,片,0.48,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T165,通天口服液合剂,TTKFY,CHINESE_PATENT,ORAL_LIQUID,每 1ml 相当于饮片0.53g,瓶,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T166-01,都梁滴丸（软胶囊）（滴丸剂）,DLDWRJN,CHINESE_PATENT,DROPS,每丸重 30mg,瓶,30,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T166-02,都梁滴丸（软胶囊）,DLDWRJN,CHINESE_PATENT,CAPSULE,每粒装 0.54g,粒,0.54,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T167,松龄血脉康胶囊,SLXMKJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T168,丹珍头痛胶囊,DZTTJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T169-01,强力定眩片（胶囊）（片剂）,QLDXPJN,CHINESE_PATENT,TABLET,每片重 0.35g（相当于饮片 2.39g）,片,0.35,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T169-02,强力定眩片（胶囊）,QLDXPJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T170-01,正天丸（胶囊）（丸剂）,ZTWJN,CHINESE_PATENT,OTHER,每袋装 6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T170-02,正天丸（胶囊）,ZTWJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T171-01,养血清脑丸（颗粒）（丸剂）,YXQNWKL,CHINESE_PATENT,OTHER,每袋装 2.5g,丸,2.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T171-02,养血清脑丸（颗粒）（颗粒剂）,YXQNWKL,CHINESE_PATENT,GRANULE,每袋装 4g,袋,4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T172-01,消银颗粒（片）（颗粒剂）,XYKLP,CHINESE_PATENT,GRANULE,3.5g/ 袋,袋,3.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T172-02,消银颗粒（片）（片剂）,XYKLP,CHINESE_PATENT,TABLET,每片重 0.3g 、0.32g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T173,润燥止痒胶囊,RZZYJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T174,华佗再造丸丸剂,HTZZW,CHINESE_PATENT,OTHER,丸剂,丸,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T175,小活络丸丸剂,XHLW,CHINESE_PATENT,OTHER,每丸重 3g，每 6 丸相当于原生药（原药材） 2.3g,丸,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T176-01,复方风湿宁胶囊（片）,FFFSNJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T176-02,复方风湿宁胶囊（片）（片剂）,FFFSNJNP,CHINESE_PATENT,TABLET,每片重 0.2g、0.21g、 0.48g,片,0.2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T177-01,风湿骨痛胶囊（片）,FSGTJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T177-02,风湿骨痛胶囊（片）（片剂）,FSGTJNP,CHINESE_PATENT,TABLET,每片重 0.36g、0.37g,片,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T178,追风透骨丸丸剂,ZFTGW,CHINESE_PATENT,OTHER,每 10 丸重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T179-01,正清风痛宁缓释片（片、肠溶片）,ZQFTNHSPPCRP,CHINESE_PATENT,TABLET,每片含盐酸青藤碱 60mg,片,60,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T179-02,正清风痛宁缓释片（片、肠溶片）（片剂）,ZQFTNHSPPCRP,CHINESE_PATENT,TABLET,每片含盐酸青藤碱20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T179-03,正清风痛宁缓释片（片、肠溶片）,ZQFTNHSPPCRP,CHINESE_PATENT,TABLET,每片含盐酸青藤碱 20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T180,雷公藤多苷片片剂,LGTDGP,CHINESE_PATENT,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T181-01,五苓散（胶囊、片）（散剂）,WLSJNP,CHINESE_PATENT,POWDER,每袋装 6g 、9g,袋,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T181-02,五苓散（胶囊、片）,WLSJNP,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T181-03,五苓散（胶囊、片）（片剂）,WLSJNP,CHINESE_PATENT,TABLET,每片重 0.35g,片,0.35,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T182,肾炎康复片片剂,SYKFP,CHINESE_PATENT,TABLET,每片重 0.3g 、0.48g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T183,尿毒清颗粒颗粒剂,NDQKL,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T184,黄葵胶囊,HKJN,CHINESE_PATENT,CAPSULE,每粒装 0.43g（相当于饮片 2g）,粒,0.43,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T185-01,癃清片（胶囊）（片剂）,LQPJN,CHINESE_PATENT,TABLET,每片重 0.6g,片,0.6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T185-02,癃清片（胶囊）,LQPJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g 、0.5g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T186,三金片片剂,SJP,CHINESE_PATENT,TABLET,每片重 0.17g（相当于饮片2.1g）、0.18g（相当于饮片2.1g）、0.28g（相当于饮片 3.5g）、0.32g（相当于饮片 3.5g）,片,0.17,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T187,银花泌炎灵片片剂,YHMYLP,CHINESE_PATENT,TABLET,每片重 0.25g 、0.5g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T188-01,癃闭舒胶囊（片）,LBSJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g 、0.45g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T188-02,癃闭舒胶囊（片）（片剂）,LBSJNP,CHINESE_PATENT,TABLET,每片重 0.3g 、0.31g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T189,海昆肾喜胶囊,HKSXJN,CHINESE_PATENT,CAPSULE,每粒装 0.22g（含褐藻多糖硫酸酯 100mg）,粒,0.22,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T190,尿通卡克乃其片片剂,NTKKNQP,CHINESE_PATENT,TABLET,每片重 0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T191-01,尪痹颗粒（胶囊、片）（颗粒剂）,WBKLJNP,CHINESE_PATENT,GRANULE,每袋装 3g 、6g,袋,3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T191-02,尪痹颗粒（胶囊、片）,WBKLJNP,CHINESE_PATENT,CAPSULE,每粒 0.55g,粒,0.55,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T191-03,尪痹颗粒（胶囊、片）（片剂）,WBKLJNP,CHINESE_PATENT,TABLET,每片重 0.25g 、0.5g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T192,风湿液酒剂,FSY,CHINESE_PATENT,ORAL_LIQUID,每瓶装10ml、100ml、 250ml,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T193-01,普乐安胶囊（片）,PLAJNP,CHINESE_PATENT,CAPSULE,每粒装 0.375g,粒,0.375,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T193-02,普乐安胶囊（片）（片剂）,PLAJNP,CHINESE_PATENT,TABLET,每片重 0.57g（含油菜花粉 0.5g）、0.64g（含油菜花粉 0.5g）,片,0.57,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T194,克痢痧胶囊,KLSJN,CHINESE_PATENT,CAPSULE,每粒装 0.28g,粒,0.28,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T195,血脂康胶囊,XZKJN,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T196-01,荷丹片（胶囊）（片剂）,HDPJN,CHINESE_PATENT,TABLET,每片重 0.73g（相当于饮片 14.125g）,片,0.73,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T196-02,荷丹片（胶囊）,HDPJN,CHINESE_PATENT,CAPSULE,每粒装 0.33g（相当于饮片 7.06g）,粒,0.33,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T197-01,缩泉丸（胶囊）（丸剂）,SQWJN,CHINESE_PATENT,OTHER,每 20 粒重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T197-02,缩泉丸（胶囊）,SQWJN,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T198-01,消炎利胆片（颗粒、胶囊）（片剂）,XYLDPKLJN,CHINESE_PATENT,TABLET,每片重 0.24g、0.25g （相当于饮片 2.6g）、0.26g（相当于饮片 2.6g）颗粒剂：每袋装 2.5g,片,0.24,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T198-02,消炎利胆片（颗粒、胶囊）,XYLDPKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T199,金钱胆通颗粒颗粒剂,JQDTKL,CHINESE_PATENT,GRANULE,每 1g 相当于饮片3.56g,袋,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T200-01,银屑胶囊（颗粒）,YXJNKL,CHINESE_PATENT,CAPSULE,每粒装 0.45g（相当于饮片 6.75g）,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T200-02,银屑胶囊（颗粒）（颗粒剂）,YXJNKL,CHINESE_PATENT,GRANULE,每袋装 6g（相当于饮片27g）、15g（相当于原药材 27g）,袋,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T201,除湿止痒软膏软膏剂,CSZYRG,CHINESE_PATENT,OINTMENT,每支装 10g 、20g,支,10,g,COOL,是,是,否,,否,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T202,金蝉止痒胶囊,JCZYJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T203,季德胜蛇药片片剂,JDSSYP,CHINESE_PATENT,TABLET,每片重 0.4g,片,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T204,肛泰栓（软膏）栓剂,GTSRG,CHINESE_PATENT,SUPPOSITORY,每粒相当于饮片0.086g，含盐酸小檗碱 36mg、盐酸罂粟碱 7mg软膏剂：每 1g 相当于饮片 86mg，含盐酸小檗碱36mg、盐酸罂粟碱 7mg,枚,0.086,g,COOL,是,是,否,,否,,,RECTAL,TID,否,是,ACTIVE
MED-2026-T205,"复方黄柏液涂剂（复
方黄柏液）",FFHBYTJFFHBY,CHINESE_PATENT,OTHER,每 1ml 相当于饮片0.2g,盒,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T206-01,连翘败毒丸（膏、片）（丸剂）,LQBDWGP,CHINESE_PATENT,OTHER,每袋装 9g，每 100粒重 6g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T206-02,连翘败毒丸（膏、片）（煎膏剂）,LQBDWGP,CHINESE_PATENT,ORAL_LIQUID,每袋装 15g，每瓶装 60g 、120g,瓶,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T206-03,连翘败毒丸（膏、片）（片剂）,LQBDWGP,CHINESE_PATENT,TABLET,每片重 0.6g,片,0.6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T207,如意金黄散散剂,RYJHS,CHINESE_PATENT,POWDER,每袋（瓶）装 6g、 9g 、12g,袋,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T208,地榆槐角丸丸剂,DYHJW,CHINESE_PATENT,OTHER,每丸重 9g，每 100丸重 10g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T209,湿润烧伤膏软膏剂,SRSSG,CHINESE_PATENT,OINTMENT,每 1g 相当于饮片0.21g,支,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T210-01,康复新液（合剂）,KFXY,CHINESE_PATENT,ORAL_LIQUID,每瓶装 10ml、50ml、 100ml，每1ml含美洲大蠊干燥虫体的乙醇提取物（含总氨基酸以丙氨酸计） 1mg,瓶,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T210-02,康复新液（溶液剂）,KFXY,CHINESE_PATENT,OTHER,每瓶装 10ml、 50ml 、100ml,盒,10,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T211,肤痔清软膏软膏剂,FZQRG,CHINESE_PATENT,OINTMENT,每 1g 相当于饮片0.436g，含薄荷脑 3mg,支,1,g,COOL,是,是,否,,否,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T212,排石颗粒颗粒剂,PSKL,CHINESE_PATENT,GRANULE,每袋装 5g 、20g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T213,双石通淋胶囊,SSTLJN,CHINESE_PATENT,CAPSULE,每粒装 0.5g,粒,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T214,马应龙麝香痔疮膏软膏剂,MYLSXZCG,CHINESE_PATENT,OINTMENT,软膏剂,支,,,ROOM_TEMPERATURE,是,是,否,,否,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T215,内消瘰疬丸丸剂,NXLLW,CHINESE_PATENT,OTHER,每 10 丸重 1.85g， 每 100 粒重 6g，每瓶装 9g,丸,1.85,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T216-01,小金丸（胶囊、片）（丸剂）,XJWJNP,CHINESE_PATENT,OTHER,每 10 丸重 6g，每100 丸重 3g 、6g,丸,6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T216-02,小金丸（胶囊、片）,XJWJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g 、0.35g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T216-03,小金丸（胶囊、片）（片剂）,XJWJNP,CHINESE_PATENT,TABLET,每片重 0.36g,片,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T217-01,西黄丸（胶囊）（丸剂）,XHWJN,CHINESE_PATENT,OTHER,每 20 丸重 1g,丸,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T217-02,西黄丸（胶囊）,XHWJN,CHINESE_PATENT,CAPSULE,每粒装 0.25g,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T218-01,脉管复康片（胶囊）（片剂）,MGFKPJN,CHINESE_PATENT,TABLET,每片重 0.3g 、0.6g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T218-02,脉管复康片（胶囊）,MGFKPJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T219,木丹颗粒颗粒剂,MDKL,CHINESE_PATENT,GRANULE,每袋装 7g,袋,7,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T220,京万红软膏软膏剂,JWHRG,CHINESE_PATENT,OINTMENT,每 1g 相当于饮片 0. 161g，每支装 10g 、20g、 50g,支,1,g,COOL,是,是,否,,否,,,TOPICAL,TID,否,是,ACTIVE
MED-2026-T221,灵泽片片剂,LZP,CHINESE_PATENT,TABLET,每片重 0.58g,片,0.58,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T222-01,白灵片（胶囊）（片剂）,BLPJN,CHINESE_PATENT,TABLET,每片重 0.34g（相当于饮片 1.64g）,片,0.34,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T222-02,白灵片（胶囊）,BLPJN,CHINESE_PATENT,CAPSULE,每粒装 0.33g,粒,0.33,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-01,益母草膏（颗粒、胶囊、片）（煎膏剂）,YMCGKLJNP,CHINESE_PATENT,ORAL_LIQUID,每瓶装 125g、 250g,瓶,125,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-02,益母草膏（颗粒、胶囊、片）（颗粒剂）,YMCGKLJNP,CHINESE_PATENT,GRANULE,每袋装 15g,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-03,益母草膏（颗粒、胶囊、片）,YMCGKLJNP,CHINESE_PATENT,CAPSULE,每粒装 0.36g,粒,0.36,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T223-04,益母草膏（颗粒、胶囊、片）（片剂）,YMCGKLJNP,CHINESE_PATENT,TABLET,每片重0.25g、0.28g、 0.6g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T224-01,少腹逐瘀丸（颗粒、胶囊）（丸剂）,SFZYWKLJN,CHINESE_PATENT,OTHER,每丸重 9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T224-02,少腹逐瘀丸（颗粒、胶囊）（颗粒剂）,SFZYWKLJN,CHINESE_PATENT,GRANULE,每袋装 1.6g 、5g,袋,1.6,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T224-03,少腹逐瘀丸（颗粒、胶囊）,SFZYWKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T225,茜芷胶囊,QZJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T226-01,坤宁颗粒（口服液）（颗粒剂）,KNKLKFY,CHINESE_PATENT,GRANULE,每袋装 8g（相当于饮片 25g）、15g,袋,8,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T226-02,坤宁颗粒（口服液）（合剂）,KNKLKFY,CHINESE_PATENT,ORAL_LIQUID,每 1ml 相当于饮片1.25g,瓶,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T227,安宫止血颗粒颗粒剂,AGZXKL,CHINESE_PATENT,GRANULE,每袋装 5g,袋,5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T228,葆宫止血颗粒颗粒剂,BGZXKL,CHINESE_PATENT,GRANULE,每袋装 15g（每1g 相当于饮片 3.433g）,袋,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T229,妇科十味片片剂,FKSWP,CHINESE_PATENT,TABLET,每片重 0.3g（相当于饮片 0.32g，含碳酸钙21.67mg）,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T230-01,妇科千金片（胶囊）（片剂）,FKQJPJN,CHINESE_PATENT,TABLET,片剂,片,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T230-02,妇科千金片（胶囊）,FKQJPJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-01,花红片（颗粒、胶囊）（片剂）,HHPKLJN,CHINESE_PATENT,TABLET,每片重 0.28g、0.29g,片,0.28,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-02,花红片（颗粒、胶囊）（颗粒剂）,HHPKLJN,CHINESE_PATENT,GRANULE,每袋装 2.5g 、10g,袋,2.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T231-03,花红片（颗粒、胶囊）,HHPKLJN,CHINESE_PATENT,CAPSULE,每粒装 0.25g（相当于饮片 9.334g）,粒,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T232-01,宫炎平片（胶囊）（片剂）,GYPPJN,CHINESE_PATENT,TABLET,每片重 0.25g、0.26g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T232-02,宫炎平片（胶囊）,GYPPJN,CHINESE_PATENT,CAPSULE,每粒装 0.2g 、0.25g （相当于饮片 1g）、0.35g,粒,0.2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T233,妇炎消胶囊,FYXJN,CHINESE_PATENT,CAPSULE,每粒装 0.45g,粒,0.45,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T234,金刚藤糖浆糖浆剂,JGTTJ,CHINESE_PATENT,ORAL_LIQUID,每瓶装 150ml,瓶,150,ml,COOL,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T235,康妇消炎栓栓剂,KFXYS,CHINESE_PATENT,SUPPOSITORY,每粒重 2.0g,枚,2.0,g,ROOM_TEMPERATURE,是,是,否,,否,,,RECTAL,TID,否,是,ACTIVE
MED-2026-T236,康妇炎胶囊,KFYJN,CHINESE_PATENT,CAPSULE,每粒装 0.4g（相当于饮片 3.144g）,粒,0.4,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T237,保妇康栓栓剂,BFKS,CHINESE_PATENT,SUPPOSITORY,每粒重 1.74g（含莪术油 82mg，冰片 75mg）,枚,1.74,g,ROOM_TEMPERATURE,是,是,否,,否,,,RECTAL,TID,否,是,ACTIVE
MED-2026-T238,艾附暖宫丸丸剂,AFNGW,CHINESE_PATENT,OTHER,每丸重 9g，每 45丸重 9g，每 100 丸重 4g、 10g，每袋装 9g，每瓶装45g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-01,乌鸡白凤丸（胶囊、片）（丸剂）,WJBFWJNP,CHINESE_PATENT,OTHER,每丸重 9g，每 10 丸重 1g，每袋装 6g 、9g,丸,9,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
MED-2026-T239-02,乌鸡白凤丸（胶囊、片）,WJBFWJNP,CHINESE_PATENT,CAPSULE,每粒装 0.3g,粒,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,TID,否,是,ACTIVE
