标准品种ID,旧目录编码,名称,英文名称,药品类型,条目类型,原文规格,专科指导,来源位置,来源版本,审核状态
GEN-3FF8460F7B605C18211041FC,MED-2026-T139,脉络宁注射液,,CHINESE_PATENT,MEDICATION,注射液：每支装 10ml,True,table:113/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-6C7C5EF142F9480FBA0C676A,MED-2026-T140,平消胶囊(片),,CHINESE_PATENT,MEDICATION,"胶囊：每粒装 0.23g
片剂：每片重 0.23g、0.24g （相当于饮片 0.405g）",False,table:113/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4550E1E6202C9845A4B28231,MED-2026-T141,华蟾素片(胶囊),,CHINESE_PATENT,MEDICATION,"片剂：每片重 0.3g
胶囊：每粒装 0.25g（相当于饮片 3.5g）、0.3g",False,table:113/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-EB43420858EBD10353F3C04B,MED-2026-T142,复方斑蝥胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.25g,False,table:113/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9D1C4293AA4F9B7B278FFEF8,MED-2026-T143,通关藤(消癌平)片(胶囊、口服液),,CHINESE_PATENT,MEDICATION,"片剂：每片重 0.3g 、0.32g
胶囊：每粒装 0.2g
合剂：每支装 10ml，每1ml 相当于饮片 1g",True,table:113/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-A9D0C9A4EDF3D28188364744,MED-2026-T144,红金消结胶囊(片),,CHINESE_PATENT,MEDICATION,"胶囊：每粒装 0.4g
片剂：每片重 0.42g、0.5g 、 0.55g（相当于饮片 3.055g）",False,table:113/row:9;table:124/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-EBCD139269D5865AF0555E8B,MED-2026-T145,逍遥丸(颗粒),,CHINESE_PATENT,MEDICATION,丸剂：每丸重 9g，每 8 丸相当于原生药（原药材、饮片）3g，每袋装 6g 、9g颗粒剂：每袋装 5g（相当于饮片 10.0g）、6g 、15g,False,table:114/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-59F4E71AFF6B1B5CB6FE4122,MED-2026-T146,丹栀逍遥丸,,CHINESE_PATENT,MEDICATION,丸剂：每袋装 6g,False,table:114/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-FC228B9998B59F180B694293,MED-2026-T147,舒肝解郁胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.36g,False,table:114/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-34560E387BEC3A743019D0DA,MED-2026-T148,解郁除烦胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.4g（相当于饮片 1.55g）,False,table:114/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-8B4DBB94B8A8C576BA3C497F,MED-2026-T149,护肝片(颗粒、胶囊),,CHINESE_PATENT,MEDICATION,"片剂：每片重 0.35g（相当于饮片 1.255g）、0.36g（相当于饮片 1.255g）、0.38g颗粒剂：每袋装 2g
胶囊：每粒装 0.35g",False,table:114/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-CD4ECD20C2528152604B6A37,MED-2026-T150,气滞胃痛颗粒(片),,CHINESE_PATENT,MEDICATION,"颗粒剂：每袋装 2.5g 、5g
片剂：每片重 0.5g",False,table:114/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-4ABA18401CA5CBB93B815808,MED-2026-T151,胃苏颗粒,,CHINESE_PATENT,MEDICATION,颗粒剂：每袋相当于饮片16g,False,table:114/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-95EE6886E59F4B3A7F73FA46,MED-2026-T152,元胡止痛片(颗粒、胶囊、滴丸),,CHINESE_PATENT,MEDICATION,"片剂：每片重 0.25g（相当于饮片 0.67g）、0.26g
颗粒剂：每袋装 5g
胶囊：每粒装 0.25g、0.45g
滴丸剂：每 10 丸重 0.5g",False,table:115/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BC5D35DEC519883091A22D8D,MED-2026-T153,三九胃泰颗粒(胶囊),,CHINESE_PATENT,MEDICATION,"颗粒剂：每袋装2.5g、10g、 20g
胶囊：每粒装 0.5g",False,table:115/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-81CCC9DC8345333E2B273C82,MED-2026-T154,加味左金丸,,CHINESE_PATENT,MEDICATION,丸剂：每 100 丸重 6g,False,table:115/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-F36C9CE1504ADCFBCBCC77BD,MED-2026-T155,荜铃胃痛颗粒,,CHINESE_PATENT,MEDICATION,颗粒剂：每袋相当于饮片20g,False,table:115/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-3E27172BDEDCD60BF1975D04,MED-2026-T156,荆花胃康胶丸,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 80mg,False,table:115/row:6,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BE71F8EC047D1357F1120BCD,MED-2026-T157,颠茄片,,CHINESE_PATENT,MEDICATION,片剂：每片含颠茄浸膏10mg,False,table:115/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7A38CB8D22F9A0458F594892,MED-2026-T158,五灵胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.35g,False,table:115/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-7CDA2497FB50683DB7A79C2F,MED-2026-T159,枳术宽中胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.43g,False,table:115/row:9,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-405B854A499C87728036E6F4,MED-2026-T160,宽胸气雾剂,,CHINESE_PATENT,MEDICATION,"气雾剂：每瓶含内容物
5.8g，其中药液 2.7ml（含挥发油 0.6ml），每瓶 60
揿，每揿重 69mg；每瓶 内容物重 13.8g，内含药 液 4.8g（含挥发油 1.5ml ），每瓶 185 揿，每揿 63mg",False,table:115/row:10,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-847FF9FE937D050B4F02AA16,MED-2026-T161,保和丸(颗粒、片),,CHINESE_PATENT,MEDICATION,"丸剂：每丸重 9g，每 8 丸相当于原生药 3g，每袋装6g 、9g
颗粒剂：每袋装 4.5g
片剂：每片重 0.4g",False,table:116/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-BAB22B4EDF8411B8724B4C75,MED-2026-T162,六味安消散(胶囊),,CHINESE_PATENT,MEDICATION,"散剂：每袋装 18g，每 1g相当于饮片 1g
胶囊：每粒装 0.5g",False,table:116/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-3EA4F02EDE1406D0A90302C5,MED-2026-T163,四磨汤口服液,,CHINESE_PATENT,MEDICATION,合剂：每 1ml 相当于饮片0.15g,False,table:116/row:5,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-00DAE79AEA86F2D294A491C7,MED-2026-T164,川芎茶调丸(散、颗粒、片),,CHINESE_PATENT,MEDICATION,"丸剂：每 8 丸相当于原药材 3g，每袋装 6g
散剂：每袋装 3g 、6g
颗粒剂：每袋装 4g（相当于饮片 7.35g）、7.8g
片剂：每片重 0.48g",False,table:116/row:7,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-C8376AD8E8ACC04A7771C15D,MED-2026-T165,通天口服液,,CHINESE_PATENT,MEDICATION,合剂：每 1ml 相当于饮片0.53g,False,table:116/row:8,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-9CDBCC7D04F8C98C58345C1F,MED-2026-T166,都梁滴丸(软胶囊),,CHINESE_PATENT,MEDICATION,"滴丸剂：每丸重 30mg
软胶囊：每粒装 0.54g",False,table:117/row:2,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-3ED38348AF6B24153F212658,MED-2026-T167,松龄血脉康胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.5g,False,table:117/row:3,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
GEN-55C428BD3715163FA3574959,MED-2026-T168,丹珍头痛胶囊,,CHINESE_PATENT,MEDICATION,胶囊：每粒装 0.5g,False,table:117/row:4,93dce79a72c7593ab5ebb1d0996ab24b4be801f56dc1c4e6697df14b55ea39a2,SOURCE_UNVERIFIED
